"worksheet","source_row","source_pair","field_name","field_type","acrobat_field_type","field_group","description","is_duplicate","occurrences"
"שדות","724","1","txtIDMakne","text","Text Field","general","ת.ז מקנה מתנה","False","1"
"שדות","930","1","txtImmigrationDate","text","Text Field","general","תאריך עלייה","False","1"
"שדות","489","2","txtIncomeLevel","text","Text Field","general","גובה הכנסה","False","1"
"שדות","552","2","txtInProportionToRateOfAccrual","text","Text Field","general","באופן יחסי לפי שיעור הצבירה","False","1"
"שדות","218","1","txtInstitueName","text","Text Field","general","שם גוף מנהל","False","1"
"שדות","217","1","txtInstitueNumber","text","Text Field","general","ח.פ גוף מנהל","False","1"
"שדות","216","1","txtInstituePhone","text","Text Field","general","טלפון גוף מנהל","False","1"
"שדות","197","2","txtInstitutionCode","text","Text Field","general","קוד מוסד","False","1"
"שדות","501","2","txtInstitutionName","text","Text Field","general","שם מוסד","False","1"
"שדות","707","2","txtInvestmentArea","text","Text Field","general","תחום השקעה","False","1"
"שדות","592","1","txtInvestmentHouse_","text","Text Field","general","","False","1"
"שדות","37","2","txtIrsApproval","text","Text Field","general","אישור מס הכנסה","False","1"
"שדות","696","2","txtJob","text","Text Field","general","תפקיד","False","1"
"שדות","92","2","txtKidDateOfBirth","text","Text Field","general","תאריך לידה ילד","False","1"
"שדות","87","2","txtKidFirstName","text","Text Field","general","שם פרטי ילד","False","1"
"שדות","93","2","txtKidGender","text","Text Field","general","מין ילד","False","1"
"שדות","88","2","txtKidLastName","text","Text Field","general","שם משפחה ילד","False","1"
"שדות","89","2","txtKidNationalID","text","Text Field","general","ת.ז ילד","False","1"
"שדות","254","2","txtLastNameEnglish","text","Text Field","general","שם משפחה באנגלית","False","1"
"שדות","722","1","txtLastNameMakne","text","Text Field","general","שם משפחה מקנה מתנה","False","1"
"שדות","430","1","txtLastNameOfPayer","text","Text Field","general","שם משפחה משלם","False","1"
"שדות","745","1","txtLawyerLicenceNumber","text","Text Field","general","מספר רישיון עורך דין","False","1"
"שדות","881","2","txtLawyerMobile","text","Text Field","general","נייד עורך דין","False","1"
"שדות","744","1","txtLawyerName","text","Text Field","general","שם עורך דין","False","1"
"שדות","880","2","txtLawyerPhone","text","Text Field","general","טלפון עורך דין","False","1"
"שדות","909","1","txtLeadingNumber","text","Text Field","general","מספר המוביל","False","1"
"שדות","394","1","txtLicensedToOperate","text","Text Field","general","מורשה לפעול בחשבון","False","1"
"שדות","29","2","txtLicenseNumber","text","Text Field","general","מספר רישיון / מספר בעל רשיון","False","1"
"שדות","192","2","txtLinkage-Base","text","Text Field","general","הצמדה - בסיס","False","1"
"שדות","191","2","txtLinkage-type","text","Text Field","general","הצמדה - סוג","False","1"
"שדות","562","2","txtLoanAgreement","text","Text Field","general","הסכם הלוואה","False","1"
"שדות","561","2","txtLoanNumber","text","Text Field","general","מספר הלוואה","False","1"
"שדות","878","1","txtLocalCurrency","text","Text Field","general","מטבע מקומי","False","1"
"שדות","147","1","txtLockText","text","Text Field","general","טקסט נעילה","False","1"
"שדות","319","2","txtManagementFeesFromTheCumulativeSavingsPrecent","text","Text Field","general","דמי ניהול מהחיסכון המצטבר אחוזים","False","1"
"שדות","312","1","txtMaxAmountToTransfer","text","Text Field","general","סכום מירבי להעברה","False","1"
"שדות","333","2","txtMeetingNumber","text","Text Field","general","מספר פגישה","False","1"
"שדות","356","2","txtMinimumFee","text","Text Field","general","עמלת מינימום","False","1"
"שדות","433","2","txtMonthlyDeposit","text","Text Field","general","הפקדה חודשית טקסט","False","1"
"שדות","466","1","txtMonthlyPayment","text","Text Field","general","תשלום שוטף חודשי","False","1"
"שדות","839","1","txtMonthlyPaymentMeshalem","text","Text Field","general","תשלום שוטף חודשי קופה משלמת","False","1"
"שדות","838","1","txtMonthlyPaymentNotMeshalem","text","Text Field","general","תשלום שוטף חודשי קופה לא משלמת","False","1"
"שדות","493","1","txtMonthlyPidyon","text","Text Field","general","סכום פדיון","False","1"
"שדות","913","2","txtMonthlyRefund","text","Text Field","general","החזר חודשי","False","1"
"שדות","261","1","txtMosadName","text","Text Field","general","שם המוסד","False","1"
"שדות","942","1","txtMusmahFullName","text","Text Field","general","שם מוסמך לבצע פעילות השקעה בתאגיד","False","1"
"שדות","91","2","txtNameAndIDNumber","text","Text Field","general","שם ומספר ת.ז","False","1"
"שדות","157","1","txtNameInspector","text","Text Field","general","שם מפקח","False","1"
"שדות","723","1","txtNameMakne","text","Text Field","general","שם מקנה מתנה","False","1"
"שדות","719","1","txtNameOfClerk","text","Text Field","general","שם פקיד","False","1"
"שדות","708","2","txtNameOfInvestmentHouse","text","Text Field","general","שם בית השקעות","False","1"
"שדות","427","1","txtNameOfpayer","text","Text Field","general","שם המשלם","False","1"
"שדות","752","1","txtNamePublicFigure","text","Text Field","general","שם איש ציבור","False","1"
"שדות","928","1","txtNezilutDate","text","Text Field","general","תאריך נזילות","False","1"
"שדות","147","2","txtNoddedNotPublicFigure","text","Text Field","general","הנהנה לא איש ציבור","False","1"
"שדות","146","2","txtNoddedPublicFigure","text","Text Field","general","הנהנה איש ציבור","False","1"
"שדות","690","2","txtNotOwnerStateOfresidency_","text","Text Field","general","מדינות תושבות לקוח לא בעלים","False","1"
"שדות","510","1","txtNowDate","text","Text Field","general","תאריך של היום","False","1"
"שדות","829","2","txtNowDate_Day","text","Text Field","general","תאריך יום","False","1"
"שדות","828","2","txtNowDate_Month","text","Text Field","general","תאריך חודש","False","1"
"שדות","830","2","txtNowDate_Year","text","Text Field","general","תאריך שנה","False","1"
"שדות","184","2","txtNumberOfCharges","text","Text Field","general","מספר חיובים","False","1"
"שדות","527","2","txtNumberOfChildren","text","Text Field","general","","False","1"
"שדות","548","2","txtNumberOfEmployer","text","Text Field","general","מספר מעסיק","False","1"
"שדות","96","2","txtNumberOfPassport","text","Text Field","general","מספר דרכון","False","1"
"שדות","566","2","txtNumberOfPayments","text","Text Field","general","מספר תשלומים","False","1"
"שדות","779","1","txtNumberOfReasoning","text","Text Field","general","מספר הנמקה","False","1"
"שדות","226","1","txtNumberOfTimes","text","Text Field","general","מספר חיובים","False","1"
"שדות","478","2","txtNumberOfTransaction","text","Text Field","general","מספר עסקה","False","1"
"שדות","901","1","txtNumberTikNicuim","text","Text Field","general","מספר תיק ניכויים","False","1"
"שדות","130","2","txtNumberTypeArticle1","text","Text Field","general","סוג מספר - לפי האפשרויות בהגדרת מספר זהות בסעיף 1","False","1"
"שדות","703","2","txtOfferNumber","text","Text Field","general","מספר הצעה","False","1"
"שדות","152","1","txtOfficeName","text","Text Field","general","שם הסוכנות \ שם סוכנות","False","1"
"שדות","153","1","txtOfficeNumber","text","Text Field","general","מספר הסוכנות","False","1"
"שדות","645","1","txtOneTimeDeposit","text","Text Field","general","","False","1"
"שדות","716","2","txtOneTimeInvestmentPercentage","text","Text Field","general","אחוז השקעה חד פעמית","False","1"
"שדות","330","1","txtOptionalAportFullNameAndID","text","Text Field","general","שם האפטרופוס ות.ז","False","1"
"שדות","910","2","txtOriginalAmount","text","Text Field","general","סכום מקורי","False","1"
